age,time,area,marital_status,income,job_description,gender,commuting_means,commute_distance_km
39,afternoon,Apata,married,41000,teacher,female,micra,23.0
38,afternoon,Challenge,married,62000,mechanic,male,private car,3.8
35,afternoon,Iwo Road,married,59000,driver,male,okada,10.4
29,morning,Apata,single,42000,artisan,male,private car,26.8
27,night,Challenge,single,86000,teacher,female,private car,16.8
37,morning,Akinyele,single,34000,trader,female,okada,8.9
50,morning,Apata,married,92000,mechanic,male,commercial bus,24.9
41,afternoon,Iwo Road,married,45000,artisan,male,micra,4.8
46,morning,Ring Road,married,472000,business owner,male,private car,7.8
28,morning,Challenge,married,81000,driver,male,walking,0.5
26,evening,Ring Road,single,52000,civil servant,male,okada,7.5
23,morning,Agbowo,single,26000,tailor,female,micra,13.6
43,morning,Bodija,married,95000,civil servant,female,commercial bus,4.4
44,evening,Ring Road,married,86000,teacher,male,private car,16.4
50,evening,Bodija,married,31000,artisan,male,tricycle,11.1
39,afternoon,Moniya,married,71000,civil servant,male,okada,4.8
36,evening,Agbowo,married,87000,artisan,male,tricycle,8.0
30,morning,Mokola,married,409000,business owner,male,private car,14.7
31,morning,Dugbe,married,47000,teacher,female,tricycle,10.5
36,morning,Dugbe,married,196000,civil servant,female,private car,13.3
34,morning,Iwo Road,single,84000,teacher,female,tricycle,5.6
50,afternoon,Moniya,single,84000,market trader,female,micra,23.5
51,morning,Mokola,married,48000,civil servant,male,walking,1.6
25,morning,Challenge,married,36000,tailor,female,walking,1.6
18,morning,Moniya,single,0,unemployed,male,micra,19.2
50,morning,Akinyele,married,117000,civil servant,male,private car,21.6
42,night,Dugbe,married,120000,civil servant,male,commercial bus,13.5
31,morning,Dugbe,single,88000,mechanic,male,tricycle,8.0
36,morning,Moniya,married,86000,mechanic,male,micra,26.1
33,afternoon,Dugbe,married,49000,teacher,female,private car,9.4
26,evening,Moniya,married,37000,artisan,male,walking,0.7
38,afternoon,Dugbe,single,100000,teacher,male,okada,5.5
35,afternoon,Moniya,married,71000,teacher,female,walking,1.6
30,evening,Bodija,single,87000,trader,male,tricycle,9.4
35,morning,Agbowo,married,97000,artisan,male,tricycle,7.7
48,afternoon,Moniya,married,85000,teacher,male,walking,1.5
53,afternoon,Challenge,single,22000,security guard,male,okada,4.1
26,morning,Akinyele,single,82000,civil servant,male,tricycle,11.6
40,morning,Agbowo,married,202000,business owner,female,commercial bus,5.6
47,afternoon,Akinyele,married,36000,artisan,male,okada,16.3
52,afternoon,Akinyele,married,304000,business owner,female,tricycle,17.6
33,evening,Moniya,married,117000,market trader,female,commercial bus,16.4
38,morning,Bodija,single,145000,trader,female,commercial bus,16.6
48,morning,Dugbe,married,173000,civil servant,female,micra,17.7
25,afternoon,Apata,married,91000,driver,male,micra,27.6
37,morning,Iwo Road,married,148000,civil servant,female,private car,3.8
31,morning,Akinyele,married,46000,teacher,female,tricycle,12.2
18,evening,Akinyele,single,36000,security guard,male,okada,13.5
29,afternoon,Apata,married,100000,teacher,female,commercial bus,25.2
47,afternoon,Ring Road,married,136000,business owner,female,micra,6.7
41,morning,Akinyele,married,55000,teacher,male,commercial bus,26.1
48,morning,Agbowo,married,51000,civil servant,female,private car,14.9
25,morning,Agbowo,single,59000,sales representative,male,tricycle,9.7
52,evening,Iwo Road,married,110000,civil servant,male,walking,0.8
27,evening,Mokola,single,59000,mechanic,male,private car,14.9
18,afternoon,Dugbe,single,37000,shop attendant,female,micra,3.7
53,night,Dugbe,married,491000,business owner,female,commercial bus,4.5
49,evening,Challenge,married,114000,trader,male,okada,10.4
25,morning,Agbowo,married,0,unemployed,female,commercial bus,14.2
39,afternoon,Ring Road,married,137000,civil servant,male,tricycle,6.5
36,morning,Akinyele,married,406000,business owner,female,private car,28.8
49,afternoon,Dugbe,single,173000,business owner,male,private car,16.8
48,evening,Agbowo,married,65000,civil servant,male,walking,1.9
32,evening,Iwo Road,married,68000,teacher,female,tricycle,7.4
27,afternoon,Akinyele,single,88000,market trader,female,tricycle,15.6
50,afternoon,Mokola,single,151000,civil servant,female,private car,2.2
32,morning,Ring Road,married,114000,trader,male,micra,7.4
27,afternoon,Bodija,single,110000,civil servant,female,tricycle,4.9
18,evening,Bodija,single,44000,shop attendant,female,okada,8.5
53,afternoon,Apata,married,122000,business owner,female,commercial bus,16.2
27,morning,Akinyele,married,463000,business owner,male,private car,24.6
31,evening,Iwo Road,married,110000,civil servant,female,private car,7.0
18,evening,Moniya,single,31000,shop attendant,female,okada,6.9
18,night,Iwo Road,single,40000,shop attendant,male,okada,11.5
52,evening,Agbowo,married,465000,business owner,male,walking,1.0
31,morning,Bodija,single,74000,teacher,female,private car,5.2
24,morning,Moniya,single,41000,sales representative,male,walking,2.0
28,evening,Agbowo,married,427000,business owner,male,private car,16.0
37,evening,Apata,married,134000,civil servant,female,walking,2.6
20,afternoon,Akinyele,single,0,unemployed,female,okada,9.4
18,morning,Iwo Road,single,10000,student,male,walking,1.9
18,morning,Moniya,single,0,unemployed,female,okada,3.1
18,evening,Akinyele,single,33000,security guard,male,commercial bus,26.6
23,morning,Akinyele,single,47000,shop attendant,male,commercial bus,21.2
18,morning,Mokola,married,47000,security guard,male,private car,4.1
33,morning,Ring Road,married,126000,civil servant,female,commercial bus,5.5
34,afternoon,Iwo Road,married,43000,sales representative,male,commercial bus,4.8
18,morning,Bodija,single,24000,student,male,okada,4.7
35,morning,Challenge,married,233000,business owner,female,commercial bus,8.0
23,evening,Challenge,single,0,unemployed,female,commercial bus,8.3
35,evening,Mokola,married,177000,civil servant,male,tricycle,9.8
18,morning,Iwo Road,single,6000,student,male,tricycle,5.1
27,afternoon,Moniya,married,46000,market trader,female,private car,15.7
26,afternoon,Apata,single,342000,business owner,female,private car,24.5
26,afternoon,Dugbe,single,55000,teacher,male,micra,7.2
51,afternoon,Mokola,married,66000,civil servant,male,tricycle,4.0
32,afternoon,Challenge,married,46000,civil servant,female,okada,7.5
29,morning,Agbowo,married,117000,market trader,female,private car,13.0
47,afternoon,Mokola,married,90000,mechanic,male,tricycle,10.4
36,afternoon,Moniya,married,165000,civil servant,male,private car,33.5
38,morning,Agbowo,married,54000,teacher,male,commercial bus,11.3
31,afternoon,Apata,married,384000,business owner,female,commercial bus,20.4
49,morning,Dugbe,married,89000,teacher,female,tricycle,4.9
53,morning,Agbowo,single,339000,business owner,female,private car,16.7
53,morning,Moniya,married,302000,business owner,male,commercial bus,20.6
35,evening,Mokola,married,180000,civil servant,male,private car,3.3
39,morning,Ring Road,married,41000,teacher,male,commercial bus,14.3
45,evening,Iwo Road,married,44000,teacher,female,commercial bus,3.4
31,afternoon,Mokola,married,43000,teacher,female,private car,2.8
22,morning,Agbowo,single,8000,student,female,walking,0.4
25,morning,Dugbe,married,45000,driver,male,okada,4.9
27,afternoon,Bodija,single,54000,market trader,male,commercial bus,2.0
41,evening,Apata,married,100000,civil servant,male,walking,1.6
28,afternoon,Challenge,married,86000,driver,male,private car,2.3
27,morning,Mokola,single,76000,trader,female,okada,3.0
39,morning,Ring Road,married,116000,trader,male,commercial bus,11.8
32,morning,Bodija,single,148000,trader,female,commercial bus,10.8
33,morning,Agbowo,married,126000,civil servant,female,commercial bus,17.4
43,afternoon,Apata,married,127000,trader,male,private car,23.1
32,afternoon,Akinyele,single,94000,market trader,female,tricycle,12.0
27,morning,Apata,single,97000,market trader,female,okada,5.6
26,morning,Agbowo,single,98000,market trader,female,micra,14.4
36,morning,Bodija,married,98000,teacher,female,tricycle,7.3
25,evening,Apata,married,29000,shop attendant,female,okada,3.1
40,evening,Bodija,married,121000,business owner,female,private car,6.9
32,morning,Mokola,single,60000,civil servant,female,micra,17.4
30,morning,Apata,single,45000,trader,female,commercial bus,21.4
43,morning,Agbowo,married,42000,civil servant,male,okada,11.4
46,afternoon,Iwo Road,married,48000,teacher,male,okada,2.9
19,morning,Dugbe,single,26000,security guard,male,okada,6.6
42,morning,Akinyele,married,60000,mechanic,male,okada,17.1
18,afternoon,Mokola,single,4000,student,male,commercial bus,9.2
70,evening,Bodija,married,78000,trader,male,tricycle,8.5
39,morning,Ring Road,married,63000,teacher,female,commercial bus,3.8
38,morning,Iwo Road,married,57000,teacher,female,okada,11.0
18,afternoon,Dugbe,married,0,unemployed,female,commercial bus,7.4
49,afternoon,Bodija,married,67000,artisan,male,private car,3.7
18,afternoon,Mokola,single,49000,security guard,male,tricycle,7.5
51,morning,Agbowo,married,37000,trader,male,commercial bus,6.6
30,morning,Challenge,married,71000,sales representative,male,private car,11.6
52,evening,Ring Road,married,473000,business owner,female,commercial bus,17.1
18,morning,Moniya,single,0,unemployed,female,tricycle,13.7
31,morning,Dugbe,single,84000,civil servant,male,private car,2.1
42,night,Mokola,married,74000,teacher,female,okada,1.4
43,morning,Ring Road,single,53000,trader,female,okada,6.5
37,morning,Moniya,married,61000,artisan,male,private car,22.6
18,morning,Akinyele,married,30000,student,male,private car,26.7
40,morning,Ring Road,married,93000,artisan,male,private car,4.6
50,evening,Mokola,single,47000,teacher,female,commercial bus,16.4
48,afternoon,Apata,single,210000,business owner,male,private car,30.7
70,morning,Agbowo,married,42000,civil servant,female,micra,13.9
42,morning,Ring Road,married,126000,market trader,female,private car,10.6
42,afternoon,Akinyele,married,93000,mechanic,male,commercial bus,12.3
45,morning,Bodija,married,205000,business owner,female,private car,7.2
18,morning,Challenge,married,23000,student,female,tricycle,3.2
18,afternoon,Apata,single,0,unemployed,female,commercial bus,11.5
26,evening,Akinyele,single,86000,driver,male,commercial bus,13.4
43,afternoon,Ring Road,married,371000,business owner,female,micra,5.0
47,afternoon,Iwo Road,married,81000,artisan,male,micra,3.0
27,afternoon,Mokola,single,46000,civil servant,female,private car,12.8
31,morning,Moniya,married,435000,business owner,female,private car,26.6
34,evening,Challenge,married,110000,trader,female,walking,1.6
51,evening,Mokola,married,189000,civil servant,female,private car,8.9
38,morning,Moniya,married,43000,artisan,male,commercial bus,31.0
39,morning,Mokola,married,208000,business owner,male,private car,9.4
